Date,Campaignname,CampaignID,Campaignstatus,ConversionTrackerId,ConversionTypeName,ConversionCategory,ExternalConversionSource,Conversions,conversionsByConversionDate,EstimatedTotalConversions,allConversionsByConversionDate,ConversionValue,EstimatedTotalConversionValue,allConversionsValueByConversionDate,Viewthroughconversions,EstimatedCrossDeviceConversions
2026-06-03,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,0,1,0,0,1,0,0
2026-06-04,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-06-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,1,1,1,1,0,0
2026-06-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,0,0,1,1,0,630,630,0,0
2026-06-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,2,1,0,2,1,0,0
2026-06-10,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,0,0,0,0,0,0,0
2026-06-10,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0.02,0,0.02,0,1.06,1.06,0,0,0
2026-06-10,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,3,3,3,3,3,3,3,0,0
2026-06-10,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,3,2,0,3,2,0,0
2026-06-10,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-06-10,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,2,3,0,2,3,0,0
2026-06-12,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,4,0,4,0,4,4,0,0,0
2026-06-12,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,3,0,0,3,0,0,0
2026-06-13,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2026-06-13,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,0,1,0,0,1,0,0
2026-06-15,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,2,1,2,1,1,2,0,0
2026-06-15,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,1,2,0,1,2,0,0
2026-06-18,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,5,2,21,2,5,21,2,0,0
2026-06-18,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,0,0,1,0,0,0
2026-06-18,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,0,5.01,2,66,69.01,2,0,0
2026-06-19,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-06-19,PNHdefense-Website traffic-Search-2,23888858069,paused,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,0,0,1,0,0,0
2026-06-25,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,0,2,0,2,2,0,0,0
2026-06-25,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-06-25,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,3,0,0,3,0,0,0
2026-06-26,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,2,2,2,2,2,2,0,0
2026-06-26,PNHdefense-Website traffic-Search-2,23888858069,paused,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,0,1,0,0,1,0,0
2026-06-26,PNHdefense-Website traffic-Search-2,23888858069,paused,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,1,1,1,1,225,225,225,0,0
2026-06-26,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,2,2,0,2,2,0,0
2026-06-28,PNHdefense-Website traffic-Search-2,23888858069,paused,7254459499,Clicks to call,Contact,Google hosted,0,0,1,0,0,1,0,0,0
2026-07-01,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2026-07-01,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,0,1,0,0,1,0,0
2026-07-03,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,1,1,1,1,0,0
2026-07-03,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-03,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,1,1,0,1,1,0,0
2026-07-03,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,1,0,1,0,0,1,0,0
2026-07-03,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-03,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,0,1,0,0,1,0,0
2026-07-04,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-04,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-04,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-05,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,1,1,1,1,0,0
2026-07-05,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,1,1,0,1,1,0,0
2026-07-05,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2.01,1,2.01,1,2.01,2.01,1,0,0
2026-07-05,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,1,1,0,1,1,0,0
2026-07-06,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,2,0,2,0,0,2,0,0
2026-07-06,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,0,3,0,0,3,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,5,5,6,5,5,6,5,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,2,0,0,2,0,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,1,1,1,1,1,1,1,0,0
2026-07-07,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,4,4,0,4,4,0,0
2026-07-07,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,2,2,2,2,2,2,0,0
2026-07-07,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,1.49,1.4877,0,1.49,1.4877,0,0
2026-07-08,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,2,2,2,2,2,2,0,0
2026-07-08,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-08,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,2,1.9976,0,2,1.9976,0,0
2026-07-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0.99,2,0.99,2,0.99,0.99,2,0,0
2026-07-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,0,1,0,0,1,0,0
2026-07-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7196843730,PNH2 (web) purchase,Purchase/Sale,Other,0.21,0.2057,0.21,0.2057,46.28,46.28,46.2825,0,0
2026-07-08,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,0.43,0.4333,0,0.43,0.4333,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,2,2,2,2,2,2,2,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-09,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,2,2,0,2,2,0,0
2026-07-09,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,3,0,3,0,0,3,0,0
2026-07-09,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,0,0.0072,0,0,0.0072,0,0
2026-07-10,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,1,1,1,2,1,1,2,0,0
2026-07-10,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-10,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-10,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-10,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,1,1,0,1,1,0,0
2026-07-11,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,6,6,6,6,6,6,6,0,0
2026-07-11,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,6,6,0,6,6,0,0
2026-07-11,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-11,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-12,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,3,3,0,3,3,0,0
2026-07-12,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-12,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,0,0,1,0,0,1,0,0
2026-07-13,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-07-13,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-13,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-13,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-13,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,4,4,0,4,4,0,0
2026-07-13,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,1,1,1,0,0
2026-07-13,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-14,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,4,4,0,4,4,0,0
2026-07-14,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2026-07-14,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,3,3,0,3,3,0,0
2026-07-14,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2.02,2.0196,2.02,2.0196,2.02,2.02,2.0196,0,0
2026-07-14,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,0,1,0,0,1,0,0
2026-07-14,PNHdefense-Website traffic-Search-2,23888858069,paused,7254459499,Clicks to call,Contact,Google hosted,0,0,0,1,0,0,1,0,0
2026-07-14,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,1,0,1,0,0,1,0,0
2026-07-15,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,16,16,0,16,16,0,0
2026-07-15,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-07-15,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-15,PNHdefense-Website traffic-Search-2,23888858069,paused,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-16,PNHdefense-Website traffic-Search-2,23888858069,paused,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-17,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,1,0,1,1,0,0
2026-07-17,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-17,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-18,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,9,8,0,9,8,0,0
2026-07-18,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,4,2,0,4,2,0,0
2026-07-18,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,3,3,3,3,195,195,195,0,0
2026-07-19,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-07-19,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,2,0,1,2,0,0
2026-07-19,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-19,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-07-20,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,4,5,0,4,5,0,0
2026-07-20,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-20,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-07-20,PNHdefense-Website traffic-Search-2,23888858069,paused,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-21,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,2,2,0,2,2,0,0
2026-07-21,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-21,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-21,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1.98,2,1.98,2,128.94,128.94,130,0,0
2026-07-22,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-23,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-24,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,5,2,0,5,2,0,0
2026-07-24,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,3,3,0,3,3,0,0
2026-07-24,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-24,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-24,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,0,2,0,0,2,0,0
2026-07-24,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-07-25,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,5,4,0,5,4,0,0
2026-07-25,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,3,3,0,3,3,0,0
2026-07-25,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,3,3,0,3,3,0,0
2026-07-25,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-25,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,5,5,5,5,325,325,325,0,0
2026-07-26,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-26,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,0,0,1,0,0,0
2026-07-26,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,0,0,1,0,0,0
2026-07-27,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,3,2,0,3,2,0,0
2026-07-27,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,2,3,0,2,3,0,0
2026-07-27,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-27,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,2,2,0,2,2,0,0
2026-07-27,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-27,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,2,2,2,130,130,130,0,0
2026-07-28,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,1,2,0,1,2,0,0
2026-07-28,Leads-Search-1,22767146837,enabled,7157480846,Local actions - Website visits,Page view,Google hosted,0,0,1,1,0,1,1,0,0
2026-07-28,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,1,1,1,1,65,65,65,0,0
2026-07-29,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,8,10,0,8,10,0,0
2026-07-29,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,4,3,0,4,3,0,0
2026-07-29,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-29,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,2,2,0,2,2,0,0
2026-07-29,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,10,10,0,10,10,0,0
2026-07-29,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,6,6,6,6,390,390,390,0,0
2026-07-29,PNHdefense-Website traffic-Search-2,23888858069,paused,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,0,15,0,0,15,0,0
2026-07-29,PNHdefense-Website traffic-Search-2,23888858069,paused,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,0,1,0,1,0,0,65,0,0
2026-07-30,Leads-Search-1,22767146837,enabled,7152843979,Begin checkout (Page load www.pankanaturalhealth.com/schedule-an-appointment),Begin checkout,Website,0,0,3,4,0,3,4,0,0
2026-07-30,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-30,Leads-Search-1,22767146837,enabled,7160506736,Local actions - Other engagements,Engagement,Google hosted,0,0,2,2,0,2,2,0,0
2026-07-30,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,2,2,0,2,2,0,0
2026-07-30,Leads-Search-1,22767146837,enabled,7635668327,PNH2 (web) schedule_appointment,Begin checkout,Other,2,2,2,2,130,130,130,0,0
2026-07-31,Leads-Search-1,22767146837,enabled,7154049482,Page view (Page load www.pankanaturalhealth.com/meet-dr-haley),Page view,Website,0,0,1,2,0,1,2,0,0
2026-07-31,Leads-Search-1,22767146837,enabled,7154049485,Page view (Page load www.pankanaturalhealth.com/meet-dr-jacob),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-31,Leads-Search-1,22767146837,enabled,7154049488,Page view (Page load www.pankanaturalhealth.com/whypnh),Page view,Website,0,0,1,1,0,1,1,0,0
2026-07-31,Leads-Search-1,22767146837,enabled,7180867432,Local actions - Directions,Get directions,Google hosted,0,0,4,4,0,4,4,0,0
