Campaignname,CampaignID,Adgroupname,AdgroupID,AdID,Adstatus,ad_strength,assetFieldType,assetType,assetPerformanceLabel,assetTextText,InCurrentCreative,Impressions,Clicks,Cost,Ctr,Conversions,CostPerConversion
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,"Data First, Plan Second",yes,18,8,7.63,0.4444,1.0,7.63
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Metabolic & Heart Health,yes,14,6,4.2956,0.4286,1.0,4.2956
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Free 10-Min Intro Call,yes,12,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Get Your Numbers Explained,yes,11,3,1.0951,0.2727,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,"Straight Answers, No Rush",yes,11,3,1.57,0.2727,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Energy & Hormone Support,no,9,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Tired of Running on Empty?,yes,9,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Hopkins Clinic + Telehealth,yes,7,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Tired of Running on Empty?,yes,7,1,1.1,0.1429,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,817157424693,Enabled,Poor,Headline,Text,Pending information,Low Energy? Check the Labs,yes,6,1,4.8662,0.1667,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Told Everything's Normal?,yes,5,1,1.15,0.2,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,A Doctor Who Listens,yes,4,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Low Energy? Check the Labs,yes,4,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Prostate & PSA Questions?,yes,4,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Get Your Numbers Explained,yes,2,1,1.15,0.5,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,Lab-Driven Care Plans,yes,2,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Metabolic & Heart Health,yes,2,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,,"Data First, Plan Second",yes,1,1,1.15,1.0,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,"Low Testosterone, Naturally",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Men's Naturopathic Doctor,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Men's Health,201177674047,812601575949,Enabled,Good,Headline,Text,Pending information,Natural Prostate Support,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Description,Text,Pending information,"Naturopathic doctors in Hopkins, MN. Free 10-minute intro call — in person or telehealth.",yes,652,18,32.8835,0.0276,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Description,Text,Pending information,Naturopathic doctors blend modern lab science with natural therapies — no guesswork.,yes,503,13,18.97,0.0258,1.0,18.97
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Description,Text,Pending information,"Family-owned clinic in downtown Hopkins. No membership, no monthly fee.",yes,311,37,77.874,0.119,4.0,19.4685
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Description,Text,Pending information,Drs. Haley & Jacob Panka. Evidence-informed naturopathic care. HSA/FSA & cash-pay.,yes,308,30,58.3368,0.0974,7.0,8.3338
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Description,Text,Pending information,Natural doesn't mean unproven. Evidence-informed care from Drs. Haley & Jacob Panka.,yes,76,5,7.36,0.0658,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Description,Text,Pending information,Two unhurried hours on your whole story. Root-cause care without a membership.,yes,70,5,9.89,0.0714,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Description,Text,Pending information,"Doctorate-trained NDs who take two full hours on your first visit. Hopkins, MN.",yes,44,1,2.52,0.0227,1.0,2.52
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Description,Text,Pending information,Wondering if a naturopath is right for you? Start with a free 10-minute intro call.,yes,20,1,1.1,0.05,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,"Naturopath in Hopkins, MN",yes,630,27,55.8765,0.0429,7.0,7.9824
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Root-Cause Naturopathic Care,yes,441,42,74.8014,0.0952,5.0,14.9603
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,225,25,49.4728,0.1111,2.0,24.7364
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,West Metro Holistic Care,yes,216,10,21.7846,0.0463,3.0,7.2615
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,"Naturopath in Hopkins, MN",yes,186,4,5.8,0.0215,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,"Naturopathic Doctor, MN",yes,128,3,2.77,0.0234,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,"Naturopathic Doctors, MN",yes,105,3,5.13,0.0286,1.0,5.13
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,MN & WI Telehealth,yes,104,4,10.91,0.0385,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Husband-Wife ND Team,yes,99,4,12.6374,0.0404,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Doctors of Natural Medicine,no,98,1,2.14,0.0102,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Naturopathic Doctors Near You,yes,87,8,18.28,0.092,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Same-Week Appointments,yes,79,3,4.86,0.038,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Two-Hour First Visits,yes,74,3,4.13,0.0405,1.0,4.13
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,HSA/FSA Accepted,yes,69,5,7.35,0.0725,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Drs. Haley & Jacob Panka,yes,61,1,1.1,0.0164,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Twin Cities Holistic Doctors,yes,56,2,1.98,0.0357,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Evidence-Informed Care,yes,46,4,12.0735,0.087,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,44,5,10.61,0.1136,1.0,10.61
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Openings This Week,yes,44,2,1.52,0.0455,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Trusted Since 2018,yes,37,4,11.0961,0.1081,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Root-Cause Naturopathy,yes,37,3,5.17,0.0811,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,"Hormones, Gut & Thyroid",yes,35,1,1.96,0.0286,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Your First Visit: 2 Hours,yes,30,1,0.87,0.0333,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Science and Nature Together,no,26,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Holistic Doctor Near You,yes,24,3,4.59,0.125,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,MN & WI Telehealth,yes,23,1,1.64,0.0435,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,A Doctor Who Listens,yes,22,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Not Your 10-Minute Visit,no,22,2,3.53,0.0909,1.0,3.53
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Minneapolis & West Metro,yes,22,1,2.52,0.0455,1.0,2.52
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Doctorate-Trained NDs,yes,18,1,0.42,0.0556,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Hopkins Clinic + Telehealth,yes,16,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,What Is a Naturopath?,no,16,1,2.14,0.0625,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Free 10-Min Intro Call,yes,14,1,2.18,0.0714,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,NDs With Doctorate Training,no,14,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Two Hours on Your Story,no,14,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,"Clear Plans, No Guesswork",no,12,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,812704381343,Enabled,Good,Headline,Text,Pending information,Lab-Driven Care Plans,yes,11,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Free 10-Min Intro Call,yes,11,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,HSA/FSA Accepted,yes,11,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,"Natural Care, Real Science",no,10,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,Pending information,Functional & Natural Care,yes,10,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Naturopath Near Me — Core,201177654927,817195852465,Enabled,Good,Headline,Text,,Root Cause Over Band-Aids,no,4,2,3.74,0.5,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Description,Text,Pending information,"Naturopathic care for kids — nutrition, sleep, immunity, and gut health, without the rush.",yes,626,18,23.0651,0.0288,1.0,23.0651
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Description,Text,Pending information,"Gentle, evidence-informed natural care for kids — nutrition, sleep, immunity, gut health.",yes,394,13,26.0405,0.033,1.0,26.0405
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Description,Text,Pending information,Family-owned Hopkins clinic. Free 10-minute intro call to see if we're the right fit.,yes,189,17,25.2539,0.0899,2.0,12.627
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Description,Text,Pending information,From parents who get it: unhurried visits and practical plans for real families.,yes,121,11,29.7,0.0909,2.0,14.85
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Description,Text,Pending information,Tired of rushed pediatric visits? We take the time to hear your child's whole story.,yes,117,11,20.8305,0.094,3.0,6.9435
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Description,Text,Pending information,Free 10-minute intro call. In person in Hopkins or telehealth across MN & WI.,yes,64,3,7.79,0.0469,1.0,7.79
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Description,Text,Pending information,Unhurried pediatric visits with a doctor who listens to you and your child.,yes,58,3,4.055,0.0517,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Description,Text,Pending information,"Evidence-informed natural care for children. HSA/FSA accepted, no membership.",yes,57,4,8.18,0.0702,1.0,8.18
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Description,Text,Pending information,Free 10-minute intro call. In person in Hopkins or telehealth across MN & WI.,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Description,Text,Pending information,From parents who get it: unhurried visits and practical plans for real families.,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Description,Text,Pending information,"Gentle, evidence-informed natural care for kids — nutrition, sleep, immunity, gut health.",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Description,Text,Pending information,Tired of rushed pediatric visits? We take the time to hear your child's whole story.,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,"Family-Owned, Hopkins MN",yes,395,19,43.1605,0.0481,4.0,10.7901
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,"Hopkins, MN Clinic",no,307,9,8.62,0.0293,1.0,8.62
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Holistic Pediatric Care,yes,228,18,27.75,0.0789,3.0,9.25
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Holistic Pediatric Care,yes,197,18,40.7705,0.0914,4.0,10.1926
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,"Family-Owned, Hopkins MN",yes,163,2,2.5889,0.0123,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Pediatric Naturopath,yes,150,16,27.325,0.1067,2.0,13.6625
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,"We're Parents, Too",yes,95,5,13.49,0.0526,1.0,13.49
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,"Holistic Pediatrician, MN",yes,90,5,8.0689,0.0556,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,A Gentler Path for Your Kid,yes,74,6,14.4,0.0811,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,71,9,16.575,0.1268,1.0,16.575
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Naturopathic Care for Kids,yes,48,3,8.5105,0.0625,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Same-Week Appointments,yes,48,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,"Kids' Gut, Sleep & Immunity",yes,40,8,13.44,0.2,2.0,6.72
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Parents Get Real Answers,yes,40,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,A Doctor Who Listens to Kids,no,39,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,MN & WI Telehealth,yes,39,1,1.08,0.0256,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Naturopathic Pediatrician,yes,35,2,4.03,0.0571,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,A Gentler Path for Your Kid,yes,33,1,1.7762,0.0303,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,Natural Care for Kids,no,31,1,1.83,0.0323,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Functional Pediatric Care,yes,31,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Husband-Wife ND Team,yes,31,1,0.86,0.0323,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Beyond the 10-Minute Visit,yes,31,1,1.88,0.0323,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,HSA/FSA Accepted,yes,28,1,0.65,0.0357,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,"Kids' Sleep, Gut & Immunity",yes,27,1,2.39,0.037,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Kids' Allergies & Asthma,yes,26,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Evidence-Informed & Gentle,yes,23,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,Same-Week Appointments,yes,22,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Free 10-Min Intro Call,yes,21,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,"Gentle, Evidence-Informed",no,16,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,"We're Parents, Too",yes,14,1,1.7762,0.0714,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,Family Care Since 2018,no,13,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157827140,Enabled,Average,Headline,Text,Pending information,Time to Actually Listen,yes,13,1,0.87,0.0769,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,"Food Allergy Testing, Kids",yes,12,1,2.34,0.0833,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,Free 10-Min Intro Call,yes,11,0,0.0,0.0,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,Pending information,Pediatric Naturopath Near You,yes,5,1,1.96,0.2,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,812601520263,Enabled,Excellent,Headline,Text,,We're Parents Too,no,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,A Gentler Path for Your Kid,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Beyond the 10-Minute Visit,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Evidence-Informed & Gentle,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,"Family-Owned, Hopkins MN",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Free 10-Min Intro Call,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Holistic Pediatric Care,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,"Kids' Sleep, Gut & Immunity",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Naturopathic Care for Kids,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Parents Get Real Answers,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Same-Week Appointments,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,Time to Actually Listen,yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Pediatrics,197488229277,817157617842,Removed,Pending,Headline,Text,Pending information,"We're Parents, Too",yes,0,0,0.0,,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Description,Text,Pending information,"Functional lab testing for hormones & thyroid, explained clearly, with a written plan.",yes,2373,114,259.1351,0.048,12.0,21.5946
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Description,Text,Pending information,"Hormones, cycles, energy, and sleep — unhurried, root-cause women's health care.",yes,734,35,91.7669,0.0477,3.51,26.1444
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Description,Text,Pending information,"Family-owned clinic in Hopkins. HSA/FSA accepted. No membership, no monthly fee.",yes,672,71,194.8934,0.1057,7.01,27.8022
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Description,Text,Pending information,"Root-cause support for hormones, thyroid, cycles, and energy — with a clear written plan.",yes,448,22,61.9308,0.0491,2.98,20.7821
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Description,Text,Pending information,"Care from a doctor who listens. Free 10-minute intro call, in person or telehealth.",yes,228,25,34.6051,0.1096,3.0,11.535
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Description,Text,Pending information,"Feel dismissed by ""your labs look fine""? We test deeper and explain what's going on.",yes,216,9,31.6436,0.0417,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Description,Text,Pending information,Hormone & thyroid testing beyond the basics. Hopkins clinic or MN & WI telehealth.,yes,206,17,57.0866,0.0825,1.0,57.0866
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Description,Text,Pending information,"Unhurried visits with Dr. Haley Panka, ND. Free 10-minute intro call to see if we fit.",yes,53,2,3.48,0.0377,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,"Dr. Haley Panka, ND",yes,1061,70,196.6167,0.066,7.01,28.048
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Perimenopause & Menopause,yes,815,43,118.3787,0.0528,7.51,15.7628
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,,Women's Health Naturopath,yes,701,45,94.7638,0.0642,7.5,12.6352
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Hormone Specialist for Women,yes,462,14,38.0547,0.0303,1.0,38.0547
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Cycle & Hormone Testing,yes,395,33,80.527,0.0835,7.0,11.5039
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,PCOS & Endometriosis Care,yes,355,14,34.63,0.0394,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,"No Membership, No Monthly Fee",yes,326,21,55.76,0.0644,2.0,27.88
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,"Dr. Haley Panka, ND",yes,323,18,57.373,0.0557,1.98,28.9763
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,Women's Hormone Testing,yes,271,20,62.2772,0.0738,1.98,31.4531
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,MN & WI Telehealth,yes,238,8,14.5039,0.0336,1.0,14.5039
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Thyroid & Adrenal Support,yes,221,13,30.5177,0.0588,1.0,30.5177
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,817264858229,Paused,Poor,Headline,Text,Pending information,Hormones Out of Balance?,yes,211,12,30.08,0.0569,0.0,
Leads-Search-1,22767146837,Women's Health & Hormones,192679099330,812704389533,Enabled,Average,Headline,Text,Pending information,Two-Hour First Visits,yes,156,13,23.0413,0.0833,3.5,6.5832
